unit_id,essay_file,sentence_id,sentence_text,sentence_with_boundry,error_span,n_annotators,annotators,gold_expression,gold_discourse,gold_meaning,expression_confidence,discourse_confidence,meaning_confidence,row_ambiguity,expr_votes_sum,disc_votes_sum,mean_votes_sum,label_signature
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||15,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,15,Firstly it does harm to everyone.,Firstly /ERR/it does harm to everyone/ERR/.,it does harm to everyone,2,ST_06|ST_07,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||16,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,16,"Secondly, I think it is an irresponsible behavior.","Secondly, I think it is /ERR/an irresponsible behavior/ERR/.",an irresponsible behavior | the clean air | heart problem | the law to ban people smoking,2,ST_06|ST_07,1,1,0,low,low,high,high,2,2,0,1_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||2,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,2,"From the beginning, smoking is the bad things for health.","From the beginning, smoking is /ERR/the bad things for health/ERR/.",the bad things for health,2,ST_06|ST_08,1,1,1,low,low,low,high,1,1,1,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||3,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,3,"The man who likes smoking will disagree, smoking damage is for all people include not smoker.","/ERR/The man who likes smoking/ERR/ will disagree, smoking damage is for all people include not smoker.",The man who likes smoking,2,ST_06|ST_08,1,1,0,high,low,high,high,2,1,0,1_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||4,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,4,"The man who likes smoking will disagree, smoking damage is for all people include not smoker.","The man who likes smoking will disagree, /ERR/smoking damage/ERR/ is for all people include not smoker.",smoking damage,2,ST_06|ST_08,1,0,0,high,high,high,low,2,0,0,1_0_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||5,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,5,"The man who likes smoking will disagree, smoking damage is for all people include not smoker.","The man who likes smoking will disagree, smoking damage is for /ERR/all people include not smoker/ERR/.",all people include not smoker,2,ST_06|ST_08,1,1,0,low,high,high,high,1,2,0,1_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||6,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,6,From older to child come to the restaurant.,/ERR/From older to child/ERR/ come to the restaurant.,From older to child,2,ST_06|ST_08,0,1,0,high,low,high,high,0,1,0,0_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||9,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,9,And they have a pain and they can't enjoy talking.,And they /ERR/have a pain/ERR/ and they can't enjoy talking.,have a pain,2,ST_06|ST_08,1,1,1,high,low,low,high,2,1,1,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||10,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,10,I think that restaurant must be the place it is comfortable for all people.,I think that /ERR/restaurant/ERR/ must be the place it is comfortable for all people.,restaurant,2,ST_06|ST_08,1,0,0,high,high,high,low,2,0,0,1_0_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||11,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,11,I think that restaurant must be the place it is comfortable for all people.,I think that restaurant must be /ERR/the place it is comfortable for all people/ERR/.,the place it is comfortable for all people,2,ST_06|ST_08,0,1,0,high,low,high,high,0,1,0,0_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||12,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,12,"In addition, completely banning help to stop smoking for health.","In addition, /ERR/completely banning help to stop smoking/ERR/ for health.",completely banning help to stop smoking,2,ST_06|ST_08,0,1,1,high,high,low,high,0,2,1,0_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||13,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,13,"If the number of the place where forbid smoking increase, smoker should put up with smoking a long time.","If the number of /ERR/the place where forbid smoking increase/ERR/, smoker should put up with smoking a long time.",the place where forbid smoking increase,2,ST_06|ST_08,0,1,1,high,high,low,high,0,2,1,0_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||14,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,14,"If the number of the place where forbid smoking increase, smoker should put up with smoking a long time.","If the number of the place where forbid smoking increase, /ERR/smoker/ERR/ should put up with smoking a long time.",smoker,2,ST_06|ST_08,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||15,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,15,"If the number of the place where forbid smoking increase, smoker should put up with smoking a long time.","If the number of the place where forbid smoking increase, smoker should /ERR/put up with smoking a long time/ERR/.",put up with smoking a long time,2,ST_06|ST_08,1,1,0,low,high,high,high,1,2,0,1_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||16,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,16,"Today, divide the seats that allow smoking from the seats that forbid smoking in Japan.",/ERR/divide the seats that allow smoking from the seats that forbid smoking/ERR/ in Japan.,divide the seats that allow smoking from the seats that forbid smoking,2,ST_06|ST_08,0,1,1,high,high,low,high,0,2,1,0_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||17,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,17,"However, if we were the seats that forbid smoking, I feel uncomfortable by smoke.","However, if we were /ERR/the seats that forbid smoking/ERR/, I feel uncomfortable by smoke.",the seats that forbid smoking,2,ST_06|ST_08,1,1,1,low,high,low,high,1,2,1,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||18,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,18,"However, if we were the seats that forbid smoking, I feel uncomfortable by smoke.","However, if we were the seats that forbid smoking, I /ERR/feel uncomfortable by smoke/ERR/.",feel uncomfortable by smoke,2,ST_06|ST_08,0,1,1,high,high,low,high,0,2,1,0_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||19,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,19,It is because restaurant isn't perfect isolation.,It is because /ERR/restaurant/ERR/ isn't perfect isolation.,restaurant,2,ST_06|ST_08,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||20,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,20,It is because restaurant isn't perfect isolation.,It is because restaurant isn't /ERR/perfect isolation/ERR/.,perfect isolation,2,ST_06|ST_08,1,1,1,high,low,low,high,2,1,1,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||21,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,21,"If the man who says that smoking should not be completely banned at all the restaurants in the country, the reason will be smoker feel uncomfortable.","If /ERR/the man who says that smoking should not be completely banned/ERR/ at all the restaurants in the country, the reason will be smoker feel uncomfortable.",the man who says that smoking should not be completely banned,2,ST_06|ST_08,0,1,0,high,low,high,high,0,1,0,0_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||22,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,22,"If the man who says that smoking should not be completely banned at all the restaurants in the country, the reason will be smoker feel uncomfortable.","If the man who says that smoking should not be completely banned at all the restaurants in the country, the reason will be /ERR/smoker feel uncomfortable/ERR/.",smoker feel uncomfortable,2,ST_06|ST_08,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||24,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,24,I deal with the smoking room equality to toilet.,I /ERR/deal with the smoking room equality to toilet/ERR/.,deal with the smoking room equality to toilet,2,ST_06|ST_08,1,1,1,low,low,high,high,1,1,2,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||25,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,25,"It is completely private room, several seat in the room.","It is /ERR/completely private room/ERR/, several seat in the room.",completely private room,2,ST_06|ST_08,1,1,1,high,low,low,high,2,1,1,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx||26,JPN_A2_0 - Smoking - WE_JPN_SMK0_003_A2_0.xlsx,26,"It is completely private room, several seat in the room.","It is completely private room, /ERR/several seat in the room/ERR/.",several seat in the room,2,ST_06|ST_08,1,0,1,low,high,low,high,1,0,1,1_0_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||2,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,2,And I have three reasons to support my answer.,And I have three reasons to support /ERR/my answer/ERR/.,my answer,2,ST_10|ST_14,0,1,0,high,low,high,high,0,1,0,0_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||3,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,3,"First, I think we don't need to smoke in a restaurant, because we go to there to enjoy good dishes not to smoke.","First, I think we don't need to smoke in a restaurant, because we go to /ERR/there/ERR/ to enjoy good dishes not to smoke.",there,2,ST_10|ST_14,1,1,1,low,low,low,high,1,1,1,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||4,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,4,"First, I think we don't need to smoke in a restaurant, because we go to there to enjoy good dishes not to smoke.","First, I think we don't need to smoke in a restaurant, because we go to there to enjoy good dishes /ERR/not to smoke/ERR/.",not to smoke,2,ST_10|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||6,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,6,"Second, I'd like to say that we can't enjoy tastes of dishes when we smoke, because smoke taste is really stronger than dishes.","Second, I'd like to say that we can't enjoy /ERR/tastes of dishes/ERR/ when we smoke, because smoke taste is really stronger than dishes.",tastes of dishes,2,ST_10|ST_14,1,1,0,high,low,high,high,2,1,0,1_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||7,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,7,"Second, I'd like to say that we can't enjoy tastes of dishes when we smoke, because smoke taste is really stronger than dishes.","Second, I'd like to say that we can't enjoy tastes of dishes when we smoke, because /ERR/smoke taste/ERR/ is really stronger than dishes.",smoke taste,2,ST_10|ST_14,1,1,0,low,high,high,high,1,2,0,1_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||8,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,8,"Second, I'd like to say that we can't enjoy tastes of dishes when we smoke, because smoke taste is really stronger than dishes.","Second, I'd like to say that we can't enjoy tastes of dishes when we smoke, because smoke taste is really /ERR/stronger than dishes/ERR/.",stronger than dishes,2,ST_10|ST_14,1,1,1,low,high,low,high,1,2,1,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||9,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,9,I think we can't have a good lunch or dinner even we go to a restaurant to enjoy dishes.,I think we can't have a good lunch or dinner /ERR/even we go to a restaurant/ERR/ to enjoy dishes.,even we go to a restaurant,2,ST_10|ST_14,1,1,1,low,low,high,high,1,1,2,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||10,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,10,"Third, smoke is not good for health of the non-smoke people who come to a restaurant.","Third, smoke is not good for /ERR/health of the non-smoke people/ERR/ who come to a restaurant.",health of the non-smoke people,2,ST_10|ST_14,1,0,1,high,high,low,high,2,0,1,1_0_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||11,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,11,Non-smoke people must breathe smoke when someone smokes in a restaurant even if non-smoke people don't hope it.,/ERR/Non-smoke people/ERR/ must breathe smoke when someone smokes in a restaurant even if non-smoke people don't hope it.,Non-smoke people,2,ST_10|ST_14,1,1,0,low,low,high,high,1,1,0,1_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||12,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,12,Non-smoke people must breathe smoke when someone smokes in a restaurant even if non-smoke people don't hope it.,Non-smoke people must breathe smoke when someone smokes in a restaurant even if non-smoke people /ERR/don't hope it/ERR/.,don't hope it,2,ST_10|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||13,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,13,Non-smoke people must lose their chances to have a good lunch or dinner because of smoking.,Non-smoke people must /ERR/lose their chances/ERR/ to have a good lunch or dinner because of smoking.,lose their chances,2,ST_10|ST_14,0,1,1,high,high,low,high,0,2,1,0_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||14,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,14,"And smoke is not good for our health and taste of dishes, especially for children of growing up.","And smoke is not good for our health and /ERR/taste of dishes/ERR/, especially for children of growing up.",taste of dishes,2,ST_10|ST_14,1,0,1,low,high,high,high,1,0,2,1_0_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||15,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,15,"And smoke is not good for our health and taste of dishes, especially for children of growing up.","And smoke is not good for our health and taste of dishes, especially for /ERR/children of growing up/ERR/.",children of growing up,2,ST_10|ST_14,1,1,0,low,low,high,high,1,1,0,1_1_0
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||17,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,17,"Because we don't go to a restaurant to smoke, we can't enjoy dishes when smoke and smoke is not good health of non-smoke people especially for children.","Because we don't go to a restaurant to smoke, we can't enjoy dishes /ERR/when smoke/ERR/ and smoke is not good health of non-smoke people especially for children.",when smoke,2,ST_10|ST_14,1,1,1,low,low,low,high,1,1,1,1_1_1
JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx||18,JPN_A2_0 - Smoking - WE_JPN_SMK0_007_A2_0.xlsx,18,"Because we don't go to a restaurant to smoke, we can't enjoy dishes when smoke and smoke is not good health of non-smoke people especially for children.","Because we don't go to a restaurant to smoke, we can't enjoy dishes when smoke and smoke is not /ERR/good health of non-smoke people/ERR/ especially for children.",good health of non-smoke people,2,ST_10|ST_14,1,0,1,low,high,high,high,1,0,2,1_0_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||2,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,2,"There are two reasons, health problem and manner.","There are two reasons, /ERR/health problem and manner/ERR/.",health problem and manner,2,ST_03|ST_08,1,1,1,low,low,high,high,1,1,2,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||3,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,3,"First, smoking makes health problem.","First, smoking /ERR/makes health problem/ERR/.",makes health problem,2,ST_03|ST_08,1,1,1,low,low,low,high,1,1,1,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||5,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,5,"If a smoker has disease like cancer in his lumps by smoking, it is his responsibility.","If a smoker has disease like cancer in his /ERR/lumps/ERR/ by smoking, it is his responsibility.",lumps,2,ST_03|ST_08,1,1,1,high,low,high,high,2,1,2,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||6,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,6,"However, if a person who doesn't do smoking becomes in such situation, he will want to claim about it.","However, if a person who /ERR/doesn't do smoking/ERR/ becomes in such situation, he will want to claim about it.",doesn't do smoking,2,ST_03|ST_08,1,1,0,high,low,high,high,2,1,0,1_1_0
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||7,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,7,"However, if a person who doesn't do smoking becomes in such situation, he will want to claim about it.","However, if a person who doesn't do smoking /ERR/becomes in such situation/ERR/, he will want to claim about it.",becomes in such situation,2,ST_03|ST_08,1,1,1,low,high,low,high,1,2,1,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||8,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,8,"However, if a person who doesn't do smoking becomes in such situation, he will want to claim about it.","However, if a person who doesn't do smoking becomes in such situation, he will want to /ERR/claim about it/ERR/.",claim about it,2,ST_03|ST_08,1,1,1,high,low,high,high,2,1,2,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||9,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,9,"Of course, we can't know all such disease is caused by smoking people.","Of course, we can't know all such /ERR/disease is caused by smoking people/ERR/.",disease is caused by smoking people,2,ST_03|ST_08,1,1,1,low,high,low,high,1,2,1,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||10,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,10,But there is possibility to become disease in the future when someone smokes at a restaurant.,But there is /ERR/possibility to become disease/ERR/ in the future when someone smokes at a restaurant.,possibility to become disease,2,ST_03|ST_08,1,1,1,low,high,low,high,1,2,1,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||11,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,11,"Second, it is manner not to smoke in public space in today's Japan.","Second, it is /ERR/manner not to smoke/ERR/ in public space in today's Japan.",manner not to smoke,2,ST_03|ST_08,1,1,1,low,high,high,high,1,2,2,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||12,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,12,"Smoking makes a lot of people feel bad, so not to smoke in public space is good manner.","Smoking makes a lot of people feel bad, so /ERR/not to smoke in public space is good manner/ERR/.",not to smoke in public space is good manner,2,ST_03|ST_08,1,1,0,low,high,high,high,1,2,0,1_1_0
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||15,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,15,You will not do makeup in a train because it is manner and it makes many people feel bad.,You will not /ERR/do makeup in a train/ERR/ because it is manner and it makes many people feel bad.,do makeup in a train,2,ST_03|ST_08,1,0,0,high,high,high,low,2,0,0,1_0_0
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||16,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,16,You will not do makeup in a train because it is manner and it makes many people feel bad.,You will not do makeup in a train because it is /ERR/manner/ERR/ and it makes many people feel bad.,manner,2,ST_03|ST_08,1,1,1,high,low,high,high,2,1,2,1_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||17,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,17,But some people do makeup in a train though they know it is bad manner.,But some people do makeup in a train though they know it is /ERR/bad manner/ERR/.,bad manner,2,ST_03|ST_08,0,0,1,high,high,low,high,0,0,1,0_0_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||18,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,18,It is same as smoking.,It is /ERR/same as smoking/ERR/.,same as smoking,2,ST_03|ST_08,0,1,1,high,high,low,high,0,2,1,0_1_1
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||19,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,19,"If we don't ban smoking clearly, some people will smoke at a restaurant in spite of knowing that many people hate it.","If we don't /ERR/ban smoking clearly/ERR/, some people will smoke at a restaurant in spite of knowing that many people hate it.",ban smoking clearly,2,ST_03|ST_08,1,1,0,high,high,high,low,2,2,0,1_1_0
JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx||20,JPN_B1_2 - Smoking - WE_JPN_SMK0_010_B1_2.xlsx,20,"For these two reasons, I think that smoking have to be completely banned at all the restaurants in the country.","For these two reasons, I think that smoking /ERR/have to be completely banned/ERR/ at all the restaurants in the country.",have to be completely banned,2,ST_03|ST_08,1,1,0,low,low,high,high,1,1,0,1_1_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||3,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,3,I heard that it's poisonous to smoke somebody's smoke.,I heard that it's poisonous to /ERR/smoke somebody's smoke/ERR/.,smoke somebody's smoke,2,ST_05|ST_16,1,0,1,low,high,low,high,1,0,1,1_0_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||4,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,4,"I mean if someone smoke in front of non-smoker, the non-smoker could be affected sometimes more than smokers.","I mean if someone /ERR/smoke in front of non-smoker/ERR/, the non-smoker could be affected sometimes more than smokers.",smoke in front of non-smoker,2,ST_05|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||5,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,5,"Some restaurants separate the seat for non-smoker, but the smoke could reach to non-smoker.","Some restaurants separate /ERR/the seat for non-smoker/ERR/, but the smoke could reach to non-smoker.",the seat for non-smoker,2,ST_05|ST_16,1,0,0,high,high,high,low,2,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||6,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,6,"Some restaurants separate the seat for non-smoker, but the smoke could reach to non-smoker.","Some restaurants separate the seat for non-smoker, but the smoke could /ERR/reach to non-smoker/ERR/.",reach to non-smoker,2,ST_05|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||8,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,8,"In many countries, smoking in the restaurant is not arrowed.","In many countries, smoking in the restaurant is not /ERR/arrowed/ERR/.",arrowed,2,ST_05|ST_16,1,0,1,low,high,low,high,1,0,1,1_0_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||9,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,9,Japan is too unconscious about smoking problem.,Japan is too /ERR/unconscious about smoking problem/ERR/.,unconscious about smoking problem,2,ST_05|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||14,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,14,"I can't say them to stop smoking though I worried about their health, as I also know how hard to stop it and they want to stop if they can.","I can't /ERR/say them to stop smoking/ERR/ though I worried about their health, as I also know how hard to stop it and they want to stop if they can.",say them to stop smoking,2,ST_05|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||15,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,15,"I can't say them to stop smoking though I worried about their health, as I also know how hard to stop it and they want to stop if they can.","I can't say them to stop smoking though I /ERR/worried about their health/ERR/, as I also know how hard to stop it and they want to stop if they can.",worried about their health,2,ST_05|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||16,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,16,One of my friends who often smoke said that she doesn't know how to stop smoking so she wants something changeable stuff without poisonous.,One of my friends who often /ERR/smoke/ERR/ said that she doesn't know how to stop smoking so she wants something changeable stuff without poisonous.,smoke,2,ST_05|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||17,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,17,One of my friends who often smoke said that she doesn't know how to stop smoking so she wants something changeable stuff without poisonous.,One of my friends who often smoke said that she doesn't know how to stop smoking so she wants /ERR/something changeable stuff/ERR/ without poisonous.,something changeable stuff,2,ST_05|ST_16,1,1,1,low,low,low,high,1,1,1,1_1_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||18,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,18,One of my friends who often smoke said that she doesn't know how to stop smoking so she wants something changeable stuff without poisonous.,One of my friends who often smoke said that she doesn't know how to stop smoking so she wants something changeable stuff /ERR/without poisonous/ERR/.,without poisonous,2,ST_05|ST_16,1,0,1,low,high,low,high,1,0,1,1_0_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||19,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,19,"I don't think smoking should be banned completely everywhere so far because it would be so hard for smokers, but I hope something changeable stuff will be made as she said.","I don't think smoking should be banned completely everywhere /ERR/so far/ERR/ because it would be so hard for smokers, but I hope something changeable stuff will be made as she said.",so far,2,ST_05|ST_16,1,1,0,low,low,high,high,1,1,0,1_1_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||20,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,20,"I don't think smoking should be banned completely everywhere so far because it would be so hard for smokers, but I hope something changeable stuff will be made as she said.","I don't think smoking should be banned completely everywhere so far because it would be so hard for smokers, but I hope /ERR/something changeable stuff/ERR/ will be made as she said.",something changeable stuff,2,ST_05|ST_16,1,1,1,low,low,low,high,1,1,1,1_1_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx||22,JPN_B2_0 - Smoking - WE_JPN_SMK0_004_B2_0.xlsx,22,We should think for not only non-smokers but also smokers.,We should /ERR/think for not only non-smokers but also smokers/ERR/.,think for not only non-smokers but also smokers,2,ST_05|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
